PRIMER NOMBRE;SEGUNDO NOMBRE;APELLIDO PATERNO;APELLIDO MATERNO;TIPO IDENTIFICACION;CEDULA/PASAPORTE;RUC;TELEFONO;CELULAR;CORREO;DESCRIPCION DE SOCIO;TIPO DE SOCIO;SUCURSAL REGISTRO;FECHA NACIMIENTO;GENERO;DISCAPACIDAD;ESTADO CIVIL;Nro CARGAS FAMILIARES;DOMICILIO CALLE PRINCIPAL;DOMICILIO CALLE SECUNDARIA;DOMICILIO Nro Vivienda;DOMICILIO PROVINCIA;DOMICILIO CANTON;DOMICILIO PARROQUIA;DOMICILIO BARRIO;DOMICILIO REFERENCIA;ACTIVIDAD ECONOMICA;NEGOCIO CALLE PRINCIPAL;NEGOCIO CALLE SECUNDARIA;NEGOCIO Nro Vivienda;NEGOCIO PROVINCIA;NEGOCIO CANTON;NEGOCIO PARROQUIA;NEGOCIO BARRIO;NEGOCIO REFERENCIA
George;Juan;James;Stevens;C;1002003000;;9-(134)566-6516;7-(117)316-6642;;"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.";CLIENTE;Urcuqui;18/03/2014;F;NO;CASADO;;Beilfuss;North;75;Czech Republic;Bahamas;Bahamas;Bahamas;Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.;Mecánico;Fordem;Farwell;64058;Bahamas;Bahamas;Bahamas;Bahamas;Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Raymond;;Mills;Green;C;1002003000;;3-(253)865-9238;9-(506)601-8612;;;CLIENTE;El Angel;05/04/2014;M;NO;SOLTERO;3;Springview;Maywood;5;Philippines;China;China;China;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.;Escultor;Northland;Lotheville;8;China;China;China;China;Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
Martha;John;Mccoy;Richardson;C;1002003000;;;2-(078)947-1728;jrichardsonll@usatoday.com;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.;GARANTE;Mira;06/07/2014;M;NO;SOLTERO;1;Oakridge;Mifflin;0;Thailand;Serbia;Serbia;Serbia;Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.;Costurero;Homewood;Brentwood;69;;Serbia;Serbia;Serbia;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
Denise;Chris;White;Garrett;C;1002003000;;1-(521)373-9216;2-(049)228-0770;;"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.";CLIENTE;Mira;09/09/2014;M;NO;VIUDO;3;Arrowood;Swallow;6;Japan;Estonia;Estonia;Estonia;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.;Costurero;Mallard;Sloan;26;Estonia;Estonia;Estonia;Estonia;"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
Michelle;Laura;Ferguson;Ortiz;C;1004002000;;3-(574)491-2855;8-(125)181-9878;lortizln@princeton.edu;;CLIENTE;Urcuqui;20/04/2014;M;NO;CASADO;;Petterle;Corben;640;Jordan;Thailand;Thailand;Thailand;Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.;Panadero;Monica;Huxley;865;Thailand;Thailand;Thailand;Thailand;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
Todd;Bonnie;Morris;Collins;C;1004002000;;8-(313)683-1180;1-(494)422-5401;bcollinslo@yale.edu;"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.";CLIENTE;Pimampiro;09/11/2014;M;NO;DIVORCIADO;2;Eggendart;Coolidge;2;Bhutan;Zambia;Zambia;Zambia;Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.;Artesano;Norway Maple;Aberg;14;Zambia;Zambia;Zambia;Zambia;Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
James;;Jacobs;White;P;1002003000;;7-(856)611-4850;5-(597)491-0511;;"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.";CLIENTE;El Angel;12/02/2014;F;NO;CASADO;;Basil;;60;Slovenia;Argentina;Argentina;Argentina;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.";Escultor;Anthes;Alpine;9;Argentina;Argentina;Argentina;Argentina;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Harold;Paula;Morrison;Gray;C;1004002000;;6-(507)417-6799;7-(457)665-4824;pgraylq@ocn.ne.jp;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.";CLIENTE;Urcuqui;01/05/2014;F;;SOLTERO;2;Lindbergh;Clyde Gallagher;9;Indonesia;China;China;China;"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";Lechero;Little Fleur;Vera;;China;China;China;China;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Louise;Jonathan;Brown;Carroll;C;1002003000;;8-(760)951-2336;7-(585)686-4742;jcarrollls@odnoklassniki.ru;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.";CLIENTE;Mira;21/01/2014;F;NO;VIUDO;;Knutson;Havey;2852;Indonesia;China;China;China;Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.;Tendero;Glacier Hill;Coleman;5012;China;China;China;China;Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.
Marie;Maria;Cooper;Flores;C;1004002000;;9-(365)293-2644;6-(195)775-6451;;;GARANTE;El Angel;12/06/2014;F;SI;CASADO;2;1st;Prentice;72;China;China;China;China;Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.;Mecánico;Merrick;Packers;3589;China;China;China;China;Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
Christina;Bruce;Smith;Black;C;1002003000;;2-(535)786-6622;1-(709)714-7249;;"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.";CLIENTE;Urcuqui;16/10/2014;F;NO;SOLTERO;;Cody;Dovetail;1490;Vietnam;Uruguay;Uruguay;Uruguay;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.;Panadero;Jenifer;Barnett;8;Uruguay;Uruguay;Uruguay;Uruguay;In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
William;Lois;Brooks;Perkins;C;1002003000;;5-(262)215-5451;5-(564)868-8088;lperkinslv@parallels.com;"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.";CLIENTE;Urcuqui;11/06/2014;M;NO;VIUDO;0;Corben;Jenifer;384;;Thailand;Thailand;Thailand;Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.;Heladero;;Talisman;323;Thailand;Thailand;Thailand;Thailand;Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Jose;Doris;Daniels;Payne;C;1004002000;;0-(626)158-1463;3-(818)794-6418;dpaynelw@who.int;;CLIENTE;Mira;28/05/2014;M;NO;SOLTERO;3;Lindbergh;Continental;707;China;Portugal;Portugal;Portugal;Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.;Comerciante;Surrey;Sheridan;740;Portugal;Portugal;Portugal;Portugal;Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
Anne;Stephen;Woods;Davis;C;1004002000;;3-(633)253-5045;1-(613)241-5643;sdavisly@w3.org;"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.";CLIENTE;El Angel;31/01/2014;M;NO;VIUDO;4;Dexter;Corscot;797;China;Brazil;Brazil;Brazil;Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.;Mecánico;Grover;Kenwood;37;Brazil;Brazil;Brazil;Brazil;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Jimmy;Barbara;Hart;Bishop;C;1002003000;;6-(441)951-4107;0-(801)641-1820;bbishoplz@jalbum.net;Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.;CLIENTE;Pimampiro;04/08/2014;M;NO;DIVORCIADO;0;Rusk;Mesta;0;Poland;Russia;Russia;Russia;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.;Artesano;Steensland;Maryland;2079;Russia;Russia;Russia;Russia;In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.
Jimmy;Johnny;Fisher;West;C;1002003000;;7-(170)670-8234;0-(318)865-5687;jwestm0@nih.gov;Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.;CLIENTE;Mira;31/01/2014;M;NO;CASADO;4;Cambridge;Burrows;6300;Ukraine;Equatorial Guinea;Equatorial Guinea;Equatorial Guinea;Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.;Costurero;Evergreen;Chinook;571;Equatorial Guinea;Equatorial Guinea;Equatorial Guinea;Equatorial Guinea;Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.
Bruce;Christina;Austin;Bradley;C;1004002000;;9-(741)392-1935;9-(347)014-2204;cbradleym1@gov.uk;;CLIENTE;Mira;03/07/2014;F;NO;CASADO;0;Mifflin;Ridgeway;1;Ukraine;France;France;France;;Lechero;Arkansas;Upham;8;France;France;France;France;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Ruth;Melissa;Cruz;Green;C;1004002000;;6-(860)806-5341;2-(521)387-9728;mgreenm2@moonfruit.com;"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.";CLIENTE;Pimampiro;14/06/2014;M;NO;SOLTERO;1;South;Montana;9674;France;Sudan;Sudan;Sudan;In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.;Lechero;Chinook;Autumn Leaf;969;Sudan;Sudan;;Sudan;In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
Kevin;Mark;Lopez;Ramirez;C;1002003000;;6-(427)099-0538;2-(600)305-3812;;"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.";CLIENTE;Mira;08/11/2014;M;SI;CASADO;1;Oriole;Hoffman;99;Russia;Spain;Spain;Spain;Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.;Panadero;Spaight;Elka;2;Spain;Spain;Spain;Spain;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
Marie;Clarence;Murphy;Stewart;C;1004002000;;;9-(444)480-4119;cstewartm4@cbsnews.com;;CLIENTE;Mira;19/07/2014;M;NO;SOLTERO;2;Milwaukee;Hauk;8376;Indonesia;Canada;Canada;Canada;Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.;Digitado;Washington;Fremont;77;Canada;Canada;Canada;Canada;"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
Jose;John;Armstrong;Fuller;P;1004002000;;0-(186)820-6946;9-(188)362-0331;jfullerm5@earthlink.net;;CLIENTE;Pimampiro;02/11/2014;F;NO;DIVORCIADO;;Sloan;Thompson;7;Azerbaijan;China;China;China;In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.;Heladero;Onsgard;Morrow;19660;China;China;China;China;In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.
Howard;Kathryn;Griffin;Webb;C;1002003000;;5-(889)937-5521;;kwebbm6@ocn.ne.jp;Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.;CLIENTE;Urcuqui;09/09/2014;M;NO;SOLTERO;2;Jay;Jana;;Czech Republic;China;China;China;Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.;Lechero;Vidon;Nancy;0;China;China;China;China;Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Anna;Bruce;Brown;Jones;C;1004002000;;;9-(431)300-9149;;;CLIENTE;Mira;21/10/2014;M;NO;CASADO;;Nobel;Mosinee;891;Italy;Portugal;Portugal;Portugal;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.;Costurero;Express;Kenwood;;Portugal;Portugal;Portugal;Portugal;Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Norma;Raymond;Gomez;Warren;C;1002003000;;8-(637)910-4704;7-(095)797-4895;;"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.";CLIENTE;Mira;04/01/2014;M;NO;SOLTERO;;Ludington;Magdeline;80;Philippines;Russia;Russia;Russia;In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.;Tendero;Lake View;Stoughton;3;Russia;Russia;Russia;Russia;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
Harry;Fred;Foster;Johnson;C;1002003000;;1-(162)168-2342;3-(074)909-4668;fjohnsonm9@netscape.com;"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.";CLIENTE;Mira;31/10/2014;M;NO;CASADO;2;Mockingbird;Green Ridge;95;Portugal;Poland;Poland;Poland;"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.";Panadero;7th;;0;Poland;Poland;Poland;Poland;Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Carlos;Linda;Rogers;Thomas;C;1002003000;;1-(175)154-7149;9-(701)758-2190;lthomasma@freewebs.com;"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.";CLIENTE;Urcuqui;10/01/2014;F;NO;CASADO;2;Kinsman;Fieldstone;82;China;Mongolia;Mongolia;Mongolia;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.;Costurero;Anniversary;Elmside;0;Mongolia;Mongolia;Mongolia;Mongolia;Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Ralph;Willie;Elliott;Morales;C;1002003000;;8-(860)638-5561;3-(116)685-5856;;;GARANTE;Mira;24/09/2014;M;NO;VIUDO;3;Jenifer;Haas;0;Russia;Philippines;Philippines;Philippines;Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.;Costurero;Emmet;Gerald;1110;Philippines;Philippines;Philippines;Philippines;Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.
Antonio;Jack;Bell;Collins;C;1002003000;;4-(346)289-7368;6-(823)624-0259;;"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.";CLIENTE;Pimampiro;26/12/2013;M;NO;DIVORCIADO;2;Carey;Saint Paul;7193;China;United States;United States;United States;Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.;Costurero;Donald;Lakewood;49;United States;United States;United States;;Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Ashley;Heather;Lynch;Allen;C;1004002000;;1-(980)526-8030;8-(317)511-7904;;;GARANTE;El Angel;27/08/2014;M;NO;SOLTERO;;Michigan;Pierstorff;32832;China;Tajikistan;Tajikistan;Tajikistan;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.;Tendero;Surrey;Sunnyside;10914;Tajikistan;Tajikistan;Tajikistan;Tajikistan;Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.
Bruce;Walter;Henry;Mcdonald;C;1002003000;;4-(328)404-5747;6-(917)202-8066;;;CLIENTE;Pimampiro;18/02/2014;F;NO;SOLTERO;2;La Follette;Fulton;9;Afghanistan;Philippines;Philippines;Philippines;Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.;Lechero;Karstens;Myrtle;96;Philippines;Philippines;Philippines;Philippines;Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
Shirley;Elizabeth;Lee;Gonzalez;C;1004002000;;9-(868)366-4907;4-(353)916-7436;;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.;CLIENTE;Pimampiro;06/04/2014;M;SI;SOLTERO;1;Service;Rigney;5619;Brazil;China;China;China;Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.;Escultor;Ronald Regan;;8910;China;China;China;China;Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
Stephen;Katherine;Cook;Williamson;C;1004002000;;9-(291)052-5690;3-(954)783-2685;kwilliamsonmg@aboutads.info;;CLIENTE;Urcuqui;06/05/2014;F;SI;VIUDO;4;Hintze;Nelson;31;Portugal;China;China;China;Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.;Comerciante;Holy Cross;Cordelia;55821;China;China;China;China;Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.
George;Martha;Vasquez;George;C;1002003000;;4-(329)150-1648;5-(444)298-1250;mgeorgemh@meetup.com;;CLIENTE;Pimampiro;20/05/2014;F;NO;VIUDO;;Russell;Express;6;Russia;Afghanistan;Afghanistan;Afghanistan;Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.;Carnicero;Acker;Straubel;0;Afghanistan;Afghanistan;Afghanistan;Afghanistan;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Katherine;Nicole;Hayes;Riley;C;1004002000;;8-(551)783-2730;2-(867)172-3772;;;CLIENTE;Urcuqui;23/04/2014;F;NO;SOLTERO;2;Darwin;;560;Argentina;Guatemala;Guatemala;Guatemala;Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.;Costurero;Twin Pines;Onsgard;155;Guatemala;Guatemala;Guatemala;Guatemala;Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.
Virginia;Carolyn;Rodriguez;Wagner;C;1002003000;;6-(444)997-3376;3-(108)965-6699;;;CLIENTE;Pimampiro;15/02/2014;F;NO;SOLTERO;2;Barnett;Bobwhite;9;Ukraine;Greece;Greece;Greece;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.;Costurero;Main;Maryland;76404;Greece;Greece;Greece;Greece;Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.
Elizabeth;Ashley;Murphy;Watkins;C;1002003000;;4-(750)593-9450;7-(840)099-6106;awatkinsmk@redcross.org;;CLIENTE;Mira;;M;NO;SOLTERO;;Chinook;Village Green;18;China;Russia;Russia;Russia;Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.;Comerciante;Birchwood;Sunnyside;66836;Russia;Russia;Russia;Russia;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
Daniel;Katherine;Henry;Perkins;C;1002003000;;5-(045)660-1199;3-(384)349-0949;kperkinsml@mlb.com;"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.";CLIENTE;Urcuqui;18/07/2014;M;NO;DIVORCIADO;0;Maple Wood;Jana;4719;Thailand;Peru;Peru;Peru;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.;Digitado;Hallows;Pleasure;19936;Peru;Peru;Peru;Peru;Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Frances;Melissa;Owens;Andrews;P;1002003000;;8-(828)698-2687;5-(365)975-8736;mandrewsmm@aol.com;"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.";CLIENTE;Urcuqui;01/12/2013;F;NO;CASADO;;Rockefeller;Southridge;76;Croatia;Russia;Russia;Russia;Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.;Comerciante;Becker;Burrows;31243;Russia;Russia;Russia;Russia;Sed ante. Vivamus tortor. Duis mattis egestas metus.
Kathy;Harry;Ramos;Johnson;C;1002003000;;9-(566)951-9676;7-(387)834-6118;;In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.;CLIENTE;Pimampiro;25/10/2014;M;NO;CASADO;2;Larry;Crescent Oaks;16650;Malaysia;Nepal;Nepal;Nepal;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.;Carnicero;Hanover;Anhalt;;Nepal;Nepal;Nepal;Nepal;"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
